Category,Cleaned Caste,Voters,Percentage,ac_no,Rank,Zone,Seat Category,District,ac_no_name
SC,Kumhar,3507,1.1,210,21,Malwa,GEN,INDORE,210.Rau
OBC,Lohar,3507,1.1,210,22,Malwa,GEN,INDORE,210.Rau
SC,Dhobi,3507,1.1,210,23,Malwa,GEN,INDORE,210.Rau
OBC,Darzi,2232,0.7,210,24,Malwa,GEN,INDORE,210.Rau
OBC,Jat,2232,0.7,210,25,Malwa,GEN,INDORE,210.Rau
SC,Valmiki,2232,0.7,210,26,Malwa,GEN,INDORE,210.Rau
SC,Other SC,2232,0.7,210,27,Malwa,GEN,INDORE,210.Rau
SC,Dhobi,1594,0.5,210,28,Malwa,GEN,INDORE,210.Rau
OBC,Nai,1275,0.4,210,29,Malwa,GEN,INDORE,210.Rau
OBC,Gujjar,1275,0.4,210,30,Malwa,GEN,INDORE,210.Rau
OBC,Khati,1275,0.4,210,31,Malwa,GEN,INDORE,210.Rau
#N/A,,1275,0.4,210,32,Malwa,GEN,INDORE,210.Rau
General,Rajput,36827,13.4,211,2,Malwa,SC,INDORE,211.Sanwer
OBC,Khati,34629,12.6,211,3,Malwa,SC,INDORE,211.Sanwer
SC,Balai,28857,10.5,211,4,Malwa,SC,INDORE,211.Sanwer
SC,Chamar,20612,7.5,211,5,Malwa,SC,INDORE,211.Sanwer
OBC,Kalal,17314,6.3,211,6,Malwa,SC,INDORE,211.Sanwer
OBC,Other OBC,9894,3.6,211,7,Malwa,SC,INDORE,211.Sanwer
SC,SC,9344,3.4,211,8,Malwa,SC,INDORE,211.Sanwer
#N/A,Anjana,6871,2.5,211,9,Malwa,SC,INDORE,211.Sanwer
General,Brahmin,6871,2.5,211,10,Malwa,SC,INDORE,211.Sanwer
OBC,Jat,5771,2.1,211,11,Malwa,SC,INDORE,211.Sanwer
SC,Valmiki,5771,2.1,211,12,Malwa,SC,INDORE,211.Sanwer
General,Bania,5771,2.1,211,13,Malwa,SC,INDORE,211.Sanwer
ST,Bhil,4672,1.7,211,14,Malwa,SC,INDORE,211.Sanwer
SC,Other SC,4122,1.5,211,15,Malwa,SC,INDORE,211.Sanwer
SC,Kumhar,3573,1.3,211,16,Malwa,SC,INDORE,211.Sanwer
OBC,Mali,3573,1.3,211,17,Malwa,SC,INDORE,211.Sanwer
OBC,Teli,3573,1.3,211,18,Malwa,SC,INDORE,211.Sanwer
OBC,Other OBC,3573,1.3,211,19,Malwa,SC,INDORE,211.Sanwer
OBC,Yadav,3573,1.3,211,20,Malwa,SC,INDORE,211.Sanwer
SC,Bagdi,3573,1.3,211,21,Malwa,SC,INDORE,211.Sanwer
General,Other GEN,2748,1,211,22,Malwa,SC,INDORE,211.Sanwer
SC,Chamar,2199,0.8,211,23,Malwa,SC,INDORE,211.Sanwer
OBC,Kalal,2199,0.8,211,24,Malwa,SC,INDORE,211.Sanwer
SC,Kumhar,2199,0.8,211,25,Malwa,SC,INDORE,211.Sanwer
#N/A,,2199,0.8,211,26,Malwa,SC,INDORE,211.Sanwer
OBC,Darzi,1649,0.6,211,27,Malwa,SC,INDORE,211.Sanwer
General,Other GEN,1649,0.6,211,28,Malwa,SC,INDORE,211.Sanwer
OBC,Khati,1099,0.4,211,29,Malwa,SC,INDORE,211.Sanwer
OBC,Muslim,40400,14.7,211,1,Malwa,SC,INDORE,211.Sanwer
OBC,Muslim,21949,10.3,212,3,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
General,Rajput,30473,14.3,212,1,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Gujjar,23015,10.8,212,2,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
General,Brahmin,18966,8.9,212,4,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Mahratha,18966,8.9,212,5,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
SC,Balai,14704,6.9,212,6,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
SC,Chamar,12573,5.9,212,7,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Other OBC,7245,3.4,212,8,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
SC,Valmiki,7245,3.4,212,9,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Teli,6393,3,212,10,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
General,Bania,6393,3,212,11,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Kirar,5328,2.5,212,12,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Other OBC,5328,2.5,212,13,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
General,Rajput,4262,2,212,14,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
#N/A,Anjana,3197,1.5,212,15,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
ST,Bhil,3197,1.5,212,16,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Lohar,2557,1.2,212,17,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
SC,Kumhar,2557,1.2,212,18,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Meena,2131,1,212,19,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Mali,2131,1,212,20,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
SC,Dhimar,2131,1,212,21,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Sonar,1492,0.7,212,22,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Darzi,1492,0.7,212,23,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Yadav,1492,0.7,212,24,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
SC,Dhobi,1492,0.7,212,25,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Banjara,1066,0.5,212,26,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
General,Bania,1066,0.5,212,27,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
General,Other GEN,1066,0.5,212,28,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Banjara,1066,0.5,212,29,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Kalal,1066,0.5,212,30,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
SC,Other SC,1066,0.5,212,31,Malwa,GEN,UJJAIN,212.Nagada - Khacharod
OBC,Muslim,19410,9.6,213,3,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Sondhia,33361,16.5,213,1,Malwa,GEN,UJJAIN,213.Mahidpur
SC,Balai,25880,12.8,213,2,Malwa,GEN,UJJAIN,213.Mahidpur
SC,Chamar,18197,9,213,4,Malwa,GEN,UJJAIN,213.Mahidpur
#N/A,Anjana,17186,8.5,213,5,Malwa,GEN,UJJAIN,213.Mahidpur
General,Rajput,14962,7.4,213,6,Malwa,GEN,UJJAIN,213.Mahidpur
SC,Bagdi,9705,4.8,213,7,Malwa,GEN,UJJAIN,213.Mahidpur
General,Brahmin,8694,4.3,213,8,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Banjara,7481,3.7,213,9,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Jat,6470,3.2,213,10,Malwa,GEN,UJJAIN,213.Mahidpur
General,Bania,6470,3.2,213,11,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Gujjar,4246,2.1,213,12,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Yadav,3235,1.6,213,13,Malwa,GEN,UJJAIN,213.Mahidpur
#N/A,Gayki,3235,1.6,213,14,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Other OBC,3235,1.6,213,15,Malwa,GEN,UJJAIN,213.Mahidpur
SC,Other SC,2628,1.3,213,16,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Dangi,2224,1.1,213,17,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Mali,2224,1.1,213,18,Malwa,GEN,UJJAIN,213.Mahidpur
#N/A,,2224,1.1,213,19,Malwa,GEN,UJJAIN,213.Mahidpur
SC,Kumhar,2224,1.1,213,20,Malwa,GEN,UJJAIN,213.Mahidpur
ST,Other ST,2224,1.1,213,21,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Teli,1618,0.8,213,22,Malwa,GEN,UJJAIN,213.Mahidpur
SC,Kumhar,1618,0.8,213,23,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Meena,1618,0.8,213,24,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Nai,1011,0.5,213,25,Malwa,GEN,UJJAIN,213.Mahidpur
General,Other GEN,1011,0.5,213,26,Malwa,GEN,UJJAIN,213.Mahidpur
OBC,Muslim,3072,1.7,214,16,Malwa,SC,UJJAIN,214.Tarana
SC,Balai,27825,15.4,214,1,Malwa,SC,UJJAIN,214.Tarana
General,Rajput,21321,11.8,214,2,Malwa,SC,UJJAIN,214.Tarana
OBC,Gujjar,19152,10.6,214,3,Malwa,SC,UJJAIN,214.Tarana
SC,Chamar,18249,10.1,214,4,Malwa,SC,UJJAIN,214.Tarana
OBC,Other OBC,12828,7.1,214,5,Malwa,SC,UJJAIN,214.Tarana
SC,Bagdi,10660,5.9,214,6,Malwa,SC,UJJAIN,214.Tarana
OBC,Khati,8492,4.7,214,7,Malwa,SC,UJJAIN,214.Tarana
OBC,Other OBC,8311,4.6,214,8,Malwa,SC,UJJAIN,214.Tarana
General,Brahmin,7408,4.1,214,9,Malwa,SC,UJJAIN,214.Tarana
#N/A,Anjana,4336,2.4,214,10,Malwa,SC,UJJAIN,214.Tarana
#N/A,Mongia,4336,2.4,214,11,Malwa,SC,UJJAIN,214.Tarana
SC,Other SC,3975,2.2,214,12,Malwa,SC,UJJAIN,214.Tarana
OBC,Teli,3252,1.8,214,13,Malwa,SC,UJJAIN,214.Tarana
OBC,Kirar,3252,1.8,214,14,Malwa,SC,UJJAIN,214.Tarana
General,Bania,3252,1.8,214,15,Malwa,SC,UJJAIN,214.Tarana
General,Other GEN,2710,1.5,214,17,Malwa,SC,UJJAIN,214.Tarana
OBC,Nai,2168,1.2,214,18,Malwa,SC,UJJAIN,214.Tarana
SC,Dhobi,1084,0.6,214,19,Malwa,SC,UJJAIN,214.Tarana
OBC,Jat,1084,0.6,214,20,Malwa,SC,UJJAIN,214.Tarana
OBC,Muslim,19433,9.1,215,4,Malwa,SC,UJJAIN,215.Ghatiya
SC,Balai,37798,17.7,215,1,Malwa,SC,UJJAIN,215.Ghatiya
#N/A,Anjana,28188,13.2,215,2,Malwa,SC,UJJAIN,215.Ghatiya
General,Rajput,26053,12.2,215,3,Malwa,SC,UJJAIN,215.Ghatiya
SC,Chamar,17297,8.1,215,5,Malwa,SC,UJJAIN,215.Ghatiya
OBC,Kirar,14094,6.6,215,6,Malwa,SC,UJJAIN,215.Ghatiya
OBC,Banjara,10891,5.1,215,7,Malwa,SC,UJJAIN,215.Ghatiya
OBC,Other OBC,8755,4.1,215,8,Malwa,SC,UJJAIN,215.Ghatiya
SC,Chamar,8755,4.1,215,9,Malwa,SC,UJJAIN,215.Ghatiya
General,Brahmin,8755,4.1,215,10,Malwa,SC,UJJAIN,215.Ghatiya
OBC,Other OBC,8542,4,215,11,Malwa,SC,UJJAIN,215.Ghatiya
General,Bania,5339,2.5,215,12,Malwa,SC,UJJAIN,215.Ghatiya
SC,Other SC,4912,2.3,215,13,Malwa,SC,UJJAIN,215.Ghatiya
General,Other GEN,4271,2,215,14,Malwa,SC,UJJAIN,215.Ghatiya
SC,Kumhar,3203,1.5,215,15,Malwa,SC,UJJAIN,215.Ghatiya
OBC,Nai,2135,1,215,16,Malwa,SC,UJJAIN,215.Ghatiya
OBC,Kalal,1708,0.8,215,17,Malwa,SC,UJJAIN,215.Ghatiya
General,Brahmin,30601,13.8,216,2,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Mali,20400,9.2,216,3,Malwa,GEN,UJJAIN,216.Ujjain North
General,Bania,18405,8.3,216,4,Malwa,GEN,UJJAIN,216.Ujjain North
General,Bania,15300,6.9,216,5,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Yadav,14857,6.7,216,6,Malwa,GEN,UJJAIN,216.Ujjain North
SC,Valmiki,10200,4.6,216,7,Malwa,GEN,UJJAIN,216.Ujjain North
General,Rajput,9091,4.1,216,8,Malwa,GEN,UJJAIN,216.Ujjain North
SC,Balai,8204,3.7,216,9,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Kushwah,7096,3.2,216,10,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Other OBC,6874,3.1,216,11,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Teli,6209,2.8,216,12,Malwa,GEN,UJJAIN,216.Ujjain North
SC,Chamar,6209,2.8,216,13,Malwa,GEN,UJJAIN,216.Ujjain North
#N/A,Other,5100,2.3,216,14,Malwa,GEN,UJJAIN,216.Ujjain North
SC,Chamar,5100,2.3,216,15,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Meena,3991,1.8,216,16,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Badhai,3991,1.8,216,17,Malwa,GEN,UJJAIN,216.Ujjain North
SC,Kumhar,3991,1.8,216,18,Malwa,GEN,UJJAIN,216.Ujjain North
General,Other GEN,3104,1.4,216,19,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Nai,3104,1.4,216,20,Malwa,GEN,UJJAIN,216.Ujjain North
ST,Bhil,3104,1.4,216,21,Malwa,GEN,UJJAIN,216.Ujjain North
SC,Other SC,1552,0.7,216,22,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Muslim,35701,16.1,216,1,Malwa,GEN,UJJAIN,216.Ujjain North
OBC,Muslim,15793,6.3,217,6,Malwa,GEN,UJJAIN,217.Ujjain South
SC,Chamar,29580,11.8,217,1,Malwa,GEN,UJJAIN,217.Ujjain South
General,Brahmin,27574,11,217,2,Malwa,GEN,UJJAIN,217.Ujjain South
General,Rajput,24315,9.7,217,3,Malwa,GEN,UJJAIN,217.Ujjain South
SC,Balai,17046,6.8,217,4,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Yadav,15793,6.3,217,5,Malwa,GEN,UJJAIN,217.Ujjain South
#N/A,Other,12784,5.1,217,7,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Mali,11531,4.6,217,8,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Gujjar,11531,4.6,217,9,Malwa,GEN,UJJAIN,217.Ujjain South
#N/A,Anjana,8523,3.4,217,10,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Khati,8523,3.4,217,11,Malwa,GEN,UJJAIN,217.Ujjain South
SC,Chamar,7520,3,217,12,Malwa,GEN,UJJAIN,217.Ujjain South
SC,Valmiki,6267,2.5,217,13,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Other OBC,6016,2.4,217,14,Malwa,GEN,UJJAIN,217.Ujjain South
General,Bania,5264,2.1,217,15,Malwa,GEN,UJJAIN,217.Ujjain South
General,Other GEN,5264,2.1,217,16,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Teli,5264,2.1,217,17,Malwa,GEN,UJJAIN,217.Ujjain South
ST,Bhil,4763,1.9,217,18,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Other OBC,3259,1.3,217,19,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Sondhia,3259,1.3,217,20,Malwa,GEN,UJJAIN,217.Ujjain South
SC,Other SC,2757,1.1,217,21,Malwa,GEN,UJJAIN,217.Ujjain South
SC,Dhimar,2757,1.1,217,22,Malwa,GEN,UJJAIN,217.Ujjain South
General,Other GEN,2005,0.8,217,23,Malwa,GEN,UJJAIN,217.Ujjain South
SC,Bagdi,2005,0.8,217,24,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Jat,2005,0.8,217,25,Malwa,GEN,UJJAIN,217.Ujjain South
#N/A,Bengali,2005,0.8,217,26,Malwa,GEN,UJJAIN,217.Ujjain South
General,Kayastha,1504,0.6,217,27,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Sonar,1504,0.6,217,28,Malwa,GEN,UJJAIN,217.Ujjain South
ST,Christian,1504,0.6,217,29,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Meena,1003,0.4,217,30,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Nai,1003,0.4,217,31,Malwa,GEN,UJJAIN,217.Ujjain South
OBC,Muslim,12325,6.3,218,7,Malwa,GEN,UJJAIN,218.Badnagar
General,Rajput,36583,18.7,218,1,Malwa,GEN,UJJAIN,218.Badnagar
General,Brahmin,26997,13.8,218,2,Malwa,GEN,UJJAIN,218.Badnagar
SC,Balai,19368,9.9,218,3,Malwa,GEN,UJJAIN,218.Badnagar
SC,Chamar,17216,8.8,218,4,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Yadav,15064,7.7,218,5,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Mali,15064,7.7,218,6,Malwa,GEN,UJJAIN,218.Badnagar
SC,Kumhar,8608,4.4,218,8,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Other OBC,6456,3.3,218,9,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Teli,5478,2.8,218,10,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Other OBC,5086,2.6,218,11,Malwa,GEN,UJJAIN,218.Badnagar
SC,Valmiki,4304,2.2,218,12,Malwa,GEN,UJJAIN,218.Badnagar
ST,Bhil,3717,1.9,218,13,Malwa,GEN,UJJAIN,218.Badnagar
General,Bania,3326,1.7,218,14,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Nai,2739,1.4,218,15,Malwa,GEN,UJJAIN,218.Badnagar
SC,Bagdi,2152,1.1,218,16,Malwa,GEN,UJJAIN,218.Badnagar
SC,Other SC,2152,1.1,218,17,Malwa,GEN,UJJAIN,218.Badnagar
SC,Dhobi,2152,1.1,218,18,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Gujjar,2152,1.1,218,19,Malwa,GEN,UJJAIN,218.Badnagar
#N/A,Gayki,1565,0.8,218,20,Malwa,GEN,UJJAIN,218.Badnagar
General,Bania,1174,0.6,218,21,Malwa,GEN,UJJAIN,218.Badnagar
General,Other GEN,1174,0.6,218,22,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Jat,1174,0.6,218,23,Malwa,GEN,UJJAIN,218.Badnagar
OBC,Muslim,10714,5.4,219,5,Malwa,ST,RATLAM,219.Ratlam Rural
ST,Bhil,58729,29.6,219,1,Malwa,ST,RATLAM,219.Ratlam Rural
OBC,Other OBC,23412,11.8,219,2,Malwa,ST,RATLAM,219.Ratlam Rural
ST,Other ST,22023,11.1,219,3,Malwa,ST,RATLAM,219.Ratlam Rural
OBC,Jat,10714,5.4,219,4,Malwa,ST,RATLAM,219.Ratlam Rural
General,Brahmin,8532,4.3,219,6,Malwa,ST,RATLAM,219.Ratlam Rural
General,Rajput,8532,4.3,219,7,Malwa,ST,RATLAM,219.Ratlam Rural
SC,Balai,8532,4.3,219,8,Malwa,ST,RATLAM,219.Ratlam Rural
SC,Kumhar,7540,3.8,219,9,Malwa,ST,RATLAM,219.Ratlam Rural
OBC,Teli,7540,3.8,219,10,Malwa,ST,RATLAM,219.Ratlam Rural
SC,Chamar,7540,3.8,219,11,Malwa,ST,RATLAM,219.Ratlam Rural
ST,Bhil,6349,3.2,219,12,Malwa,ST,RATLAM,219.Ratlam Rural
OBC,Kirar,5357,2.7,219,13,Malwa,ST,RATLAM,219.Ratlam Rural
OBC,Other OBC,4762,2.4,219,14,Malwa,ST,RATLAM,219.Ratlam Rural
OBC,Gujjar,4365,2.2,219,15,Malwa,ST,RATLAM,219.Ratlam Rural
General,Bania,4365,2.2,219,16,Malwa,ST,RATLAM,219.Ratlam Rural
SC,Bagdi,3175,1.6,219,17,Malwa,ST,RATLAM,219.Ratlam Rural
SC,Other SC,3175,1.6,219,18,Malwa,ST,RATLAM,219.Ratlam Rural
#N/A,,2182,1.1,219,19,Malwa,ST,RATLAM,219.Ratlam Rural
#N/A,Sutar,2182,1.1,219,20,Malwa,ST,RATLAM,219.Ratlam Rural
SC,Kumhar,2182,1.1,219,21,Malwa,ST,RATLAM,219.Ratlam Rural
General,Other GEN,2182,1.1,219,22,Malwa,ST,RATLAM,219.Ratlam Rural
SC,Other SC,2182,1.1,219,23,Malwa,ST,RATLAM,219.Ratlam Rural
OBC,Nai,1587,0.8,219,24,Malwa,ST,RATLAM,219.Ratlam Rural
#N/A,Anjana,992,0.5,219,25,Malwa,ST,RATLAM,219.Ratlam Rural
General,Brahmin,30803,14.7,220,2,Malwa,GEN,RATLAM,220.Ratlam City
General,Bania,20535,9.8,220,3,Malwa,GEN,RATLAM,220.Ratlam City
General,Bania,18440,8.8,220,4,Malwa,GEN,RATLAM,220.Ratlam City
OBC,Gujjar,10268,4.9,220,5,Malwa,GEN,RATLAM,220.Ratlam City
ST,Bhil,8172,3.9,220,6,Malwa,GEN,RATLAM,220.Ratlam City
OBC,Teli,7124,3.4,220,7,Malwa,GEN,RATLAM,220.Ratlam City
OBC,Yadav,6077,2.9,220,8,Malwa,GEN,RATLAM,220.Ratlam City
SC,Chamar,6077,2.9,220,9,Malwa,GEN,RATLAM,220.Ratlam City
General,Other GEN,5239,2.5,220,10,Malwa,GEN,RATLAM,220.Ratlam City
OBC,Mali,5239,2.5,220,11,Malwa,GEN,RATLAM,220.Ratlam City
OBC,Other OBC,5239,2.5,220,12,Malwa,GEN,RATLAM,220.Ratlam City
