Category,Cleaned Caste,Voters,Percentage,ac_no,Rank,Zone,Seat Category,District,ac_no_name
SC,Dhobi,1500,0.6,106,18,Mahakoshal,ST,MANDLA,106.Niwas
General,Other GEN,1000,0.4,106,19,Mahakoshal,ST,MANDLA,106.Niwas
SC,Chamar,1000,0.4,106,20,Mahakoshal,ST,MANDLA,106.Niwas
SC,Other SC,1000,0.4,106,21,Mahakoshal,ST,MANDLA,106.Niwas
OBC,Nai,500,0.2,106,22,Mahakoshal,ST,MANDLA,106.Niwas
OBC,Lohar,500,0.2,106,23,Mahakoshal,ST,MANDLA,106.Niwas
SC,Basor,500,0.2,106,24,Mahakoshal,ST,MANDLA,106.Niwas
OBC,Muslim,9372,3.7,107,8,Mahakoshal,ST,MANDLA,107.Mandla
ST,Gond,76240,30.1,107,1,Mahakoshal,ST,MANDLA,107.Mandla
General,Bania,17730,7,107,2,Mahakoshal,ST,MANDLA,107.Mandla
General,Brahmin,14184,5.6,107,3,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Kalal,12411,4.9,107,4,Mahakoshal,ST,MANDLA,107.Mandla
#N/A,Pradhan,10385,4.1,107,5,Mahakoshal,ST,MANDLA,107.Mandla
General,Rajput,10385,4.1,107,6,Mahakoshal,ST,MANDLA,107.Mandla
SC,Dhimar,10385,4.1,107,7,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Kushwah,8865,3.5,107,9,Mahakoshal,ST,MANDLA,107.Mandla
SC,Other SC,8865,3.5,107,10,Mahakoshal,ST,MANDLA,107.Mandla
SC,Chamar,6332,2.5,107,11,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Kirar,5826,2.3,107,12,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Kurmi,5319,2.1,107,13,Mahakoshal,ST,MANDLA,107.Mandla
General,Rajput,5319,2.1,107,14,Mahakoshal,ST,MANDLA,107.Mandla
ST,Baiga,4813,1.9,107,15,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Teli,4813,1.9,107,16,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Khati,4813,1.9,107,17,Mahakoshal,ST,MANDLA,107.Mandla
#N/A,,4053,1.6,107,18,Mahakoshal,ST,MANDLA,107.Mandla
#N/A,Other,4053,1.6,107,19,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Badhai,3039,1.2,107,20,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Sonar,3039,1.2,107,21,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Yadav,3039,1.2,107,22,Mahakoshal,ST,MANDLA,107.Mandla
General,Other GEN,3039,1.2,107,23,Mahakoshal,ST,MANDLA,107.Mandla
General,Other GEN,3039,1.2,107,24,Mahakoshal,ST,MANDLA,107.Mandla
ST,Christian,3039,1.2,107,25,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Other OBC,2786,1.1,107,26,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Lodha,2533,1,107,27,Mahakoshal,ST,MANDLA,107.Mandla
ST,Other ST,2026,0.8,107,28,Mahakoshal,ST,MANDLA,107.Mandla
SC,Basor,1773,0.7,107,29,Mahakoshal,ST,MANDLA,107.Mandla
SC,Other SC,1266,0.5,107,30,Mahakoshal,ST,MANDLA,107.Mandla
OBC,Muslim,10318,4.6,108,6,Mahakoshal,ST,BALAGHAT,108.Baihar
ST,Gond,93088,41.5,108,1,Mahakoshal,ST,BALAGHAT,108.Baihar
OBC,Lodha,13459,6,108,2,Mahakoshal,ST,BALAGHAT,108.Baihar
#N/A,Pradhan,12337,5.5,108,3,Mahakoshal,ST,BALAGHAT,108.Baihar
ST,Other ST,10318,4.6,108,4,Mahakoshal,ST,BALAGHAT,108.Baihar
#N/A,,10318,4.6,108,5,Mahakoshal,ST,BALAGHAT,108.Baihar
ST,Christian,8299,3.7,108,7,Mahakoshal,ST,BALAGHAT,108.Baihar
OBC,Mali,6281,2.8,108,8,Mahakoshal,ST,BALAGHAT,108.Baihar
OBC,Kalal,6281,2.8,108,9,Mahakoshal,ST,BALAGHAT,108.Baihar
General,Bania,6281,2.8,108,10,Mahakoshal,ST,BALAGHAT,108.Baihar
General,Brahmin,6281,2.8,108,11,Mahakoshal,ST,BALAGHAT,108.Baihar
SC,Mahar,6281,2.8,108,12,Mahakoshal,ST,BALAGHAT,108.Baihar
#N/A,Panika,5608,2.5,108,13,Mahakoshal,ST,BALAGHAT,108.Baihar
OBC,Yadav,5159,2.3,108,14,Mahakoshal,ST,BALAGHAT,108.Baihar
OBC,Teli,5159,2.3,108,15,Mahakoshal,ST,BALAGHAT,108.Baihar
OBC,Other OBC,4486,2,108,16,Mahakoshal,ST,BALAGHAT,108.Baihar
General,Rajput,4038,1.8,108,17,Mahakoshal,ST,BALAGHAT,108.Baihar
SC,Chamar,3140,1.4,108,18,Mahakoshal,ST,BALAGHAT,108.Baihar
SC,Dhimar,2019,0.9,108,19,Mahakoshal,ST,BALAGHAT,108.Baihar
SC,Other SC,2019,0.9,108,20,Mahakoshal,ST,BALAGHAT,108.Baihar
OBC,Kushwah,1794,0.8,108,21,Mahakoshal,ST,BALAGHAT,108.Baihar
General,Other GEN,1122,0.5,108,22,Mahakoshal,ST,BALAGHAT,108.Baihar
OBC,Muslim,10246,4.3,109,7,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Lodha,53614,22.5,109,1,Mahakoshal,GEN,BALAGHAT,109.Lanji
ST,Gond,35266,14.8,109,2,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Mali,34313,14.4,109,3,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Kalal,22399,9.4,109,4,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Teli,10723,4.5,109,5,Mahakoshal,GEN,BALAGHAT,109.Lanji
SC,Mahar,10723,4.5,109,6,Mahakoshal,GEN,BALAGHAT,109.Lanji
#N/A,,9531,4,109,8,Mahakoshal,GEN,BALAGHAT,109.Lanji
General,Brahmin,9531,4,109,9,Mahakoshal,GEN,BALAGHAT,109.Lanji
General,Rajput,6434,2.7,109,10,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Other OBC,5719,2.4,109,11,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Kunbi,5242,2.2,109,12,Mahakoshal,GEN,BALAGHAT,109.Lanji
#N/A,,5242,2.2,109,13,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Kurmi,3813,1.6,109,14,Mahakoshal,GEN,BALAGHAT,109.Lanji
General,Bania,3098,1.3,109,15,Mahakoshal,GEN,BALAGHAT,109.Lanji
ST,Other ST,3098,1.3,109,16,Mahakoshal,GEN,BALAGHAT,109.Lanji
General,Other GEN,2621,1.1,109,17,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Yadav,2145,0.9,109,18,Mahakoshal,GEN,BALAGHAT,109.Lanji
SC,Other SC,2145,0.9,109,19,Mahakoshal,GEN,BALAGHAT,109.Lanji
ST,Christian,1668,0.7,109,20,Mahakoshal,GEN,BALAGHAT,109.Lanji
OBC,Muslim,6491,3,110,13,Mahakoshal,GEN,BALAGHAT,110.Paraswada
OBC,Lodha,42841,19.8,110,1,Mahakoshal,GEN,BALAGHAT,110.Paraswada
ST,Gond,32239,14.9,110,2,Mahakoshal,GEN,BALAGHAT,110.Paraswada
#N/A,,27912,12.9,110,3,Mahakoshal,GEN,BALAGHAT,110.Paraswada
OBC,Mali,19257,8.9,110,4,Mahakoshal,GEN,BALAGHAT,110.Paraswada
OBC,Kalal,14497,6.7,110,5,Mahakoshal,GEN,BALAGHAT,110.Paraswada
#N/A,Pradhan,11900,5.5,110,6,Mahakoshal,GEN,BALAGHAT,110.Paraswada
SC,Mahar,8655,4,110,7,Mahakoshal,GEN,BALAGHAT,110.Paraswada
ST,Other ST,7573,3.5,110,8,Mahakoshal,GEN,BALAGHAT,110.Paraswada
OBC,Yadav,6491,3,110,9,Mahakoshal,GEN,BALAGHAT,110.Paraswada
OBC,Teli,6491,3,110,10,Mahakoshal,GEN,BALAGHAT,110.Paraswada
General,Bania,6491,3,110,11,Mahakoshal,GEN,BALAGHAT,110.Paraswada
General,Brahmin,6491,3,110,12,Mahakoshal,GEN,BALAGHAT,110.Paraswada
OBC,Other OBC,4977,2.3,110,14,Mahakoshal,GEN,BALAGHAT,110.Paraswada
General,Rajput,4327,2,110,15,Mahakoshal,GEN,BALAGHAT,110.Paraswada
SC,Other SC,2596,1.2,110,16,Mahakoshal,GEN,BALAGHAT,110.Paraswada
OBC,Sonar,2164,1,110,17,Mahakoshal,GEN,BALAGHAT,110.Paraswada
SC,Chamar,2164,1,110,18,Mahakoshal,GEN,BALAGHAT,110.Paraswada
OBC,Lohar,1082,0.5,110,19,Mahakoshal,GEN,BALAGHAT,110.Paraswada
General,Other GEN,1082,0.5,110,20,Mahakoshal,GEN,BALAGHAT,110.Paraswada
ST,Christian,1082,0.5,110,21,Mahakoshal,GEN,BALAGHAT,110.Paraswada
ST,Gond,72755,32,111,1,Mahakoshal,GEN,BALAGHAT,111.Balaghat
OBC,Lodha,25926,11.4,111,2,Mahakoshal,GEN,BALAGHAT,111.Balaghat
General,Bania,21150,9.3,111,4,Mahakoshal,GEN,BALAGHAT,111.Balaghat
OBC,Kalal,12736,5.6,111,5,Mahakoshal,GEN,BALAGHAT,111.Balaghat
SC,Mahar,12736,5.6,111,6,Mahakoshal,GEN,BALAGHAT,111.Balaghat
General,Brahmin,11598,5.1,111,7,Mahakoshal,GEN,BALAGHAT,111.Balaghat
OBC,Mali,8415,3.7,111,9,Mahakoshal,GEN,BALAGHAT,111.Balaghat
OBC,Yadav,7277,3.2,111,10,Mahakoshal,GEN,BALAGHAT,111.Balaghat
OBC,Teli,7277,3.2,111,11,Mahakoshal,GEN,BALAGHAT,111.Balaghat
General,Rajput,7277,3.2,111,12,Mahakoshal,GEN,BALAGHAT,111.Balaghat
OBC,Other OBC,7050,3.1,111,13,Mahakoshal,GEN,BALAGHAT,111.Balaghat
SC,Chamar,6368,2.8,111,14,Mahakoshal,GEN,BALAGHAT,111.Balaghat
ST,Other ST,5231,2.3,111,15,Mahakoshal,GEN,BALAGHAT,111.Balaghat
General,Other GEN,3184,1.4,111,16,Mahakoshal,GEN,BALAGHAT,111.Balaghat
SC,Valmiki,2729,1.2,111,17,Mahakoshal,GEN,BALAGHAT,111.Balaghat
SC,Other SC,2047,0.9,111,18,Mahakoshal,GEN,BALAGHAT,111.Balaghat
ST,Christian,2047,0.9,111,19,Mahakoshal,GEN,BALAGHAT,111.Balaghat
OBC,Muslim,11598,5.1,111,8,Mahakoshal,GEN,BALAGHAT,111.Balaghat
OBC,Muslim,9641,4.9,112,8,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
#N/A,,42103,21.4,112,1,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
OBC,Lodha,29315,14.9,112,2,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
OBC,Kalal,14953,7.6,112,3,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
SC,Mahar,14953,7.6,112,4,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
ST,Gond,12788,6.5,112,5,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
General,Bania,10624,5.4,112,6,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
OBC,Mali,10034,5.1,112,7,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
OBC,Yadav,8067,4.1,112,9,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
ST,Other ST,7476,3.8,112,10,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
OBC,Teli,6493,3.3,112,11,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
General,Brahmin,6493,3.3,112,12,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
General,Rajput,5312,2.7,112,13,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
OBC,Other OBC,4919,2.5,112,14,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
SC,Chamar,4328,2.2,112,15,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
General,Other GEN,3148,1.6,112,16,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
SC,Other SC,2754,1.4,112,17,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
SC,Valmiki,2164,1.1,112,18,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
ST,Christian,1574,0.8,112,19,Mahakoshal,GEN,BALAGHAT,112.Waraseoni
OBC,Muslim,5258,2.7,113,11,Mahakoshal,GEN,BALAGHAT,113.Katangi
#N/A,,44403,22.8,113,1,Mahakoshal,GEN,BALAGHAT,113.Katangi
OBC,Mali,27459,14.1,113,2,Mahakoshal,GEN,BALAGHAT,113.Katangi
ST,Gond,17917,9.2,113,3,Mahakoshal,GEN,BALAGHAT,113.Katangi
OBC,Kalal,15969,8.2,113,4,Mahakoshal,GEN,BALAGHAT,113.Katangi
SC,Mahar,15969,8.2,113,5,Mahakoshal,GEN,BALAGHAT,113.Katangi
OBC,Yadav,12659,6.5,113,6,Mahakoshal,GEN,BALAGHAT,113.Katangi
General,Bania,8958,4.6,113,7,Mahakoshal,GEN,BALAGHAT,113.Katangi
OBC,Lodha,7985,4.1,113,8,Mahakoshal,GEN,BALAGHAT,113.Katangi
OBC,Kushwah,7400,3.8,113,9,Mahakoshal,GEN,BALAGHAT,113.Katangi
OBC,Other OBC,6427,3.3,113,10,Mahakoshal,GEN,BALAGHAT,113.Katangi
General,Brahmin,4674,2.4,113,12,Mahakoshal,GEN,BALAGHAT,113.Katangi
OBC,Teli,4284,2.2,113,13,Mahakoshal,GEN,BALAGHAT,113.Katangi
SC,Chamar,4284,2.2,113,14,Mahakoshal,GEN,BALAGHAT,113.Katangi
ST,Other ST,4284,2.2,113,15,Mahakoshal,GEN,BALAGHAT,113.Katangi
General,Rajput,2726,1.4,113,16,Mahakoshal,GEN,BALAGHAT,113.Katangi
General,Other GEN,1558,0.8,113,17,Mahakoshal,GEN,BALAGHAT,113.Katangi
SC,Other SC,1558,0.8,113,18,Mahakoshal,GEN,BALAGHAT,113.Katangi
SC,Valmiki,974,0.5,113,19,Mahakoshal,GEN,BALAGHAT,113.Katangi
OBC,Muslim,7512,3.2,114,7,Mahakoshal,ST,SEONI,114.Barghat
#N/A,,53989,23,114,1,Mahakoshal,ST,SEONI,114.Barghat
ST,Gond,50937,21.7,114,2,Mahakoshal,ST,SEONI,114.Barghat
OBC,Mali,24178,10.3,114,3,Mahakoshal,ST,SEONI,114.Barghat
#N/A,Pradhan,19014,8.1,114,4,Mahakoshal,ST,SEONI,114.Barghat
OBC,Kalal,15962,6.8,114,5,Mahakoshal,ST,SEONI,114.Barghat
SC,Mahar,13145,5.6,114,6,Mahakoshal,ST,SEONI,114.Barghat
#N/A,,6338,2.7,114,8,Mahakoshal,ST,SEONI,114.Barghat
General,Bania,5399,2.3,114,9,Mahakoshal,ST,SEONI,114.Barghat
ST,Other ST,5399,2.3,114,10,Mahakoshal,ST,SEONI,114.Barghat
OBC,Other OBC,4929,2.1,114,11,Mahakoshal,ST,SEONI,114.Barghat
OBC,Yadav,4225,1.8,114,12,Mahakoshal,ST,SEONI,114.Barghat
OBC,Lodha,4225,1.8,114,13,Mahakoshal,ST,SEONI,114.Barghat
OBC,Teli,4225,1.8,114,14,Mahakoshal,ST,SEONI,114.Barghat
General,Brahmin,4225,1.8,114,15,Mahakoshal,ST,SEONI,114.Barghat
SC,Chamar,3286,1.4,114,16,Mahakoshal,ST,SEONI,114.Barghat
OBC,Kushwah,2113,0.9,114,17,Mahakoshal,ST,SEONI,114.Barghat
General,Rajput,2113,0.9,114,18,Mahakoshal,ST,SEONI,114.Barghat
SC,Kumhar,1174,0.5,114,19,Mahakoshal,ST,SEONI,114.Barghat
General,Other GEN,1174,0.5,114,20,Mahakoshal,ST,SEONI,114.Barghat
SC,Other SC,1174,0.5,114,21,Mahakoshal,ST,SEONI,114.Barghat
SC,Valmiki,469,0.2,114,22,Mahakoshal,ST,SEONI,114.Barghat
ST,Gond,46443,17.7,115,1,Mahakoshal,GEN,SEONI,115.Seoni
General,Bania,21516,8.2,115,3,Mahakoshal,GEN,SEONI,115.Seoni
SC,Mahar,18367,7,115,4,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Kurmi,17318,6.6,115,5,Mahakoshal,GEN,SEONI,115.Seoni
#N/A,Pradhan,16268,6.2,115,6,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Kalal,13907,5.3,115,7,Mahakoshal,GEN,SEONI,115.Seoni
SC,Chamar,12332,4.7,115,8,Mahakoshal,GEN,SEONI,115.Seoni
General,Brahmin,10758,4.1,115,9,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Teli,9708,3.7,115,10,Mahakoshal,GEN,SEONI,115.Seoni
SC,Bagdi,8659,3.3,115,11,Mahakoshal,GEN,SEONI,115.Seoni
General,Rajput,8659,3.3,115,12,Mahakoshal,GEN,SEONI,115.Seoni
#N/A,,6560,2.5,115,13,Mahakoshal,GEN,SEONI,115.Seoni
ST,Other ST,6560,2.5,115,14,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Other OBC,4723,1.8,115,15,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Lodha,4198,1.6,115,16,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Mali,4198,1.6,115,17,Mahakoshal,GEN,SEONI,115.Seoni
SC,Other SC,4198,1.6,115,18,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Kirar,3149,1.2,115,19,Mahakoshal,GEN,SEONI,115.Seoni
SC,Dhimar,3149,1.2,115,20,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Yadav,3149,1.2,115,21,Mahakoshal,GEN,SEONI,115.Seoni
General,Other GEN,2624,1,115,22,Mahakoshal,GEN,SEONI,115.Seoni
OBC,Muslim,35685,13.6,115,2,Mahakoshal,GEN,SEONI,115.Seoni
ST,Gond,53904,21.8,116,1,Mahakoshal,GEN,SEONI,116.Keolari
#N/A,,18051,7.3,116,2,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Mali,12611,5.1,116,4,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Kalal,12611,5.1,116,5,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Kirar,12611,5.1,116,6,Mahakoshal,GEN,SEONI,116.Keolari
SC,Bagdi,10633,4.3,116,7,Mahakoshal,GEN,SEONI,116.Keolari
General,Rajput,9396,3.8,116,8,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Teli,8407,3.4,116,9,Mahakoshal,GEN,SEONI,116.Keolari
#N/A,Pradhan,7418,3,116,10,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Kurmi,6429,2.6,116,11,Mahakoshal,GEN,SEONI,116.Keolari
General,Bania,6429,2.6,116,12,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Other OBC,5934,2.4,116,13,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Yadav,5193,2.1,116,14,Mahakoshal,GEN,SEONI,116.Keolari
ST,Other ST,5193,2.1,116,15,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Lodha,4698,1.9,116,16,Mahakoshal,GEN,SEONI,116.Keolari
SC,Chamar,4204,1.7,116,17,Mahakoshal,GEN,SEONI,116.Keolari
SC,Dhimar,4204,1.7,116,18,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Khati,4204,1.7,116,19,Mahakoshal,GEN,SEONI,116.Keolari
SC,Chamar,4204,1.7,116,20,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Banjara,3214,1.3,116,21,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Nai,3214,1.3,116,22,Mahakoshal,GEN,SEONI,116.Keolari
ST,Gond,3214,1.3,116,23,Mahakoshal,GEN,SEONI,116.Keolari
General,Brahmin,3214,1.3,116,24,Mahakoshal,GEN,SEONI,116.Keolari
SC,Other SC,3214,1.3,116,25,Mahakoshal,GEN,SEONI,116.Keolari
SC,Mahar,3214,1.3,116,26,Mahakoshal,GEN,SEONI,116.Keolari
SC,Other SC,3214,1.3,116,27,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Kushwah,2720,1.1,116,28,Mahakoshal,GEN,SEONI,116.Keolari
#N/A,,2720,1.1,116,29,Mahakoshal,GEN,SEONI,116.Keolari
#N/A,Panika,2720,1.1,116,30,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Lohar,2225,0.9,116,31,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Sonar,2225,0.9,116,32,Mahakoshal,GEN,SEONI,116.Keolari
General,Other GEN,2225,0.9,116,33,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Muslim,14342,5.8,116,3,Mahakoshal,GEN,SEONI,116.Keolari
OBC,Muslim,5348,1.9,117,16,Mahakoshal,ST,SEONI,117.Lakhanadon
ST,Gond,114275,40.6,117,1,Mahakoshal,ST,SEONI,117.Lakhanadon
#N/A,Pradhan,19703,7,117,2,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Teli,18577,6.6,117,3,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Lodha,16325,5.8,117,4,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Kalal,16325,5.8,117,5,Mahakoshal,ST,SEONI,117.Lakhanadon
SC,Chamar,12947,4.6,117,6,Mahakoshal,ST,SEONI,117.Lakhanadon
ST,Other ST,8725,3.1,117,7,Mahakoshal,ST,SEONI,117.Lakhanadon
General,Brahmin,8725,3.1,117,8,Mahakoshal,ST,SEONI,117.Lakhanadon
General,Rajput,7600,2.7,117,9,Mahakoshal,ST,SEONI,117.Lakhanadon
ST,Baiga,6474,2.3,117,10,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Khati,6474,2.3,117,11,Mahakoshal,ST,SEONI,117.Lakhanadon
SC,Chamar,5911,2.1,117,12,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Other OBC,5629,2,117,13,Mahakoshal,ST,SEONI,117.Lakhanadon
#N/A,,5348,1.9,117,14,Mahakoshal,ST,SEONI,117.Lakhanadon
General,Bania,5348,1.9,117,15,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Mali,4222,1.5,117,17,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Yadav,4222,1.5,117,18,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Kushwah,3378,1.2,117,19,Mahakoshal,ST,SEONI,117.Lakhanadon
OBC,Sonar,2252,0.8,117,20,Mahakoshal,ST,SEONI,117.Lakhanadon
SC,Other SC,2252,0.8,117,21,Mahakoshal,ST,SEONI,117.Lakhanadon
General,Other GEN,1126,0.4,117,22,Mahakoshal,ST,SEONI,117.Lakhanadon
ST,Gond,39234,19.1,118,1,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Lodha,38207,18.6,118,2,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
SC,Chamar,19104,9.3,118,3,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
General,Brahmin,11709,5.7,118,4,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Kurmi,7395,3.6,118,6,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
ST,Other ST,7395,3.6,118,7,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
General,Bania,6368,3.1,118,8,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Khati,6368,3.1,118,9,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Other OBC,6162,3,118,10,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
#N/A,Verman,5341,2.6,118,11,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Kalal,5341,2.6,118,12,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Teli,5341,2.6,118,13,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Yadav,5341,2.6,118,14,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
SC,Other SC,5341,2.6,118,15,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Kirar,4314,2.1,118,16,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
General,Rajput,4314,2.1,118,17,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
SC,Other SC,3287,1.6,118,18,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
General,Bania,2054,1,118,19,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
#N/A,,1643,0.8,118,20,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
SC,Other SC,1643,0.8,118,21,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
SC,Valmiki,1643,0.8,118,22,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Kushwah,1232,0.6,118,23,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Nai,1027,0.5,118,24,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Lohar,1027,0.5,118,25,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
General,Other GEN,1027,0.5,118,26,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Muslim,11709,5.7,118,5,Mahakoshal,SC,NARSINGHPUR,118.Gotegaon
OBC,Lodha,35114,15.9,119,1,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
SC,Chamar,19213,8.7,119,2,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
ST,Gond,18109,8.2,119,3,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Kurmi,12809,5.8,119,5,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
#N/A,,11705,5.3,119,6,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
General,Brahmin,11705,5.3,119,7,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
#N/A,,10601,4.8,119,8,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
General,Bania,10601,4.8,119,9,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
General,Rajput,7950,3.6,119,10,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
SC,Chamar,7950,3.6,119,11,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Yadav,7509,3.4,119,12,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Kushwah,6404,2.9,119,13,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Teli,6404,2.9,119,14,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Other OBC,6404,2.9,119,15,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
#N/A,,4859,2.2,119,16,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
General,Brahmin,4859,2.2,119,17,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
General,Rajput,4859,2.2,119,18,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Jat,4196,1.9,119,19,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
ST,Other ST,3092,1.4,119,20,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Gujjar,2208,1,119,21,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
General,Other GEN,2208,1,119,22,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Badhai,1546,0.7,119,23,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Kirar,1104,0.5,119,24,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
OBC,Banjara,1104,0.5,119,25,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
SC,Valmiki,1104,0.5,119,26,Mahakoshal,GEN,NARSINGHPUR,119.Narsingpur
